Code,Name,TIB Core,German Description,English Description
27.7,Allgemeine Therapie,False,"""Allgemeine Therapie"" bezieht sich auf die grundlegenden Prinzipien und Methoden der Behandlung von Krankheiten und gesundheitlichen Störungen. Dieses Fach umfasst die allgemeinen Aspekte der Diagnostik, Therapieplanung und -durchführung, unabhängig von spezifischen medizinischen Fachgebieten. Es legt den Schwerpunkt auf die ganzheitliche Betrachtung des Patienten, evidenzbasierte Behandlungsansätze und die Integration verschiedener Therapieformen.","""General Therapy"" refers to the fundamental principles and methods of treating diseases and health disorders. This subject covers the general aspects of diagnosis, treatment planning, and implementation, regardless of specific medical specialties. It emphasizes a holistic approach to patient care, evidence-based treatment strategies, and the integration of various therapeutic methods."
27.8a,"Pharmazie, Pharmakologie, Toxikologie",False,"Pharmazie, Pharmakologie und Toxikologie sind interdisziplinäre Wissenschaften, die sich mit der Entwicklung, Wirkung, Anwendung und Sicherheit von Arzneimitteln befassen. Die Pharmazie konzentriert sich auf die Herstellung und Abgabe von Medikamenten, während die Pharmakologie die Wirkungsweise von Substanzen im Körper untersucht. Die Toxikologie beschäftigt sich mit den schädlichen Effekten von Chemikalien und Giftstoffen auf lebende Organismen. Zusammen bilden diese Disziplinen die Grundlage für die Entwicklung und den sicheren Einsatz von Therapien in der Medizin.","Pharmacy, Pharmacology, and Toxicology are interdisciplinary sciences that focus on the development, effects, application, and safety of pharmaceutical drugs. Pharmacy deals with the preparation and dispensing of medications, while Pharmacology studies how substances interact with the body. Toxicology examines the harmful effects of chemicals and toxins on living organisms. Together, these fields form the foundation for the development and safe use of therapies in medicine."
27.8b,Immunologie,False,"Immunologie ist das wissenschaftliche Fachgebiet, das sich mit dem Immunsystem, seinen Funktionen und Mechanismen befasst. Es untersucht, wie der Körper sich gegen Krankheitserreger wie Bakterien, Viren, Pilze und Parasiten verteidigt, sowie die Rolle des Immunsystems bei Autoimmunerkrankungen, Allergien und Transplantationen. Die Immunologie kombiniert Aspekte der Biologie, Medizin und Biochemie, um die komplexen Wechselwirkungen zwischen Immunzellen, Molekülen und Organismen zu verstehen.","Immunology is the scientific discipline that focuses on the immune system, its functions, and mechanisms. It explores how the body defends itself against pathogens such as bacteria, viruses, fungi, and parasites, as well as the role of the immune system in autoimmune diseases, allergies, and transplantations. Immunology combines aspects of biology, medicine, and biochemistry to understand the complex interactions between immune cells, molecules, and organisms."
27.9,Innere Medizin,False,"""Innere Medizin"" ist ein zentrales Fachgebiet der Medizin, das sich mit der Prävention, Diagnose und nicht-operativen Behandlung von Erkrankungen der inneren Organe beschäftigt. Dazu gehören unter anderem die Bereiche Kardiologie, Pneumologie, Gastroenterologie, Nephrologie, Endokrinologie und Hämatologie. Die Innere Medizin ist breit gefächert und spielt eine Schlüsselrolle in der Patientenversorgung, da sie oft als erste Anlaufstelle für komplexe und vielschichtige Krankheitsbilder dient.","""Internal Medicine"" is a core discipline of medicine that focuses on the prevention, diagnosis, and non-surgical treatment of diseases affecting the internal organs. It encompasses areas such as cardiology, pulmonology, gastroenterology, nephrology, endocrinology, and hematology. Internal medicine is broad in scope and plays a key role in patient care, often serving as the first point of contact for complex and multifaceted medical conditions."
27.9a,"Hämatologie, Kardiologie",False,"Hämatologie und Kardiologie sind zwei zentrale Fachgebiete der Medizin. Die Hämatologie beschäftigt sich mit den Erkrankungen des Blutes und der blutbildenden Organe, wie Anämien, Leukämien und Blutgerinnungsstörungen. Die Kardiologie konzentriert sich auf das Herz-Kreislauf-System und behandelt Krankheiten wie Herzinsuffizienz, Herzrhythmusstörungen und koronare Herzkrankheiten. Beide Disziplinen sind eng miteinander verbunden, da das Blut eine entscheidende Rolle für die Herzgesundheit spielt.","Hematology and cardiology are two central fields of medicine. Hematology deals with disorders of the blood and blood-forming organs, such as anemia, leukemia, and coagulation disorders. Cardiology focuses on the cardiovascular system and treats conditions like heart failure, arrhythmias, and coronary artery disease. Both disciplines are closely interconnected, as blood plays a crucial role in heart health."
27.9b,Pulmonologie,False,"Pulmonologie ist das medizinische Fachgebiet, das sich mit der Diagnose, Behandlung und Prävention von Erkrankungen der Atemwege und der Lunge befasst. Dazu gehören Krankheiten wie Asthma, chronisch obstruktive Lungenerkrankungen (COPD), Lungenentzündungen, Lungenkrebs und andere Atemwegserkrankungen. Pulmonologen verwenden verschiedene diagnostische Methoden wie Lungenfunktionstests, Bildgebung und Bronchoskopie, um Patienten zu behandeln und ihre Lebensqualität zu verbessern.","Pulmonology is the medical specialty focused on the diagnosis, treatment, and prevention of diseases related to the respiratory tract and lungs. This includes conditions such as asthma, chronic obstructive pulmonary disease (COPD), pneumonia, lung cancer, and other respiratory disorders. Pulmonologists employ various diagnostic techniques like pulmonary function tests, imaging, and bronchoscopy to manage patients and enhance their quality of life."
27.9c,"Gastroenterologie, Endokrinopathie",False,"Gastroenterologie und Endokrinopathie sind zwei medizinische Fachgebiete, die sich mit Erkrankungen des Verdauungssystems und hormonellen Störungen befassen. Die Gastroenterologie konzentriert sich auf die Diagnose und Behandlung von Krankheiten des Magen-Darm-Trakts, der Leber, der Gallenwege und der Bauchspeicheldrüse. Endokrinopathien hingegen betreffen Störungen der Hormondrüsen, wie der Schilddrüse, der Nebennieren oder der Hypophyse, die den Stoffwechsel, das Wachstum und andere Körperfunktionen beeinflussen. Beide Bereiche sind häufig miteinander verbunden, da hormonelle Ungleichgewichte die Funktion des Verdauungssystems beeinträchtigen können und umgekehrt.","Gastroenterology and endocrinopathy are two medical disciplines that deal with disorders of the digestive system and hormonal imbalances. Gastroenterology focuses on the diagnosis and treatment of diseases affecting the gastrointestinal tract, liver, bile ducts, and pancreas. Endocrinopathies, on the other hand, involve disorders of the hormone-producing glands, such as the thyroid, adrenal glands, or pituitary gland, which impact metabolism, growth, and other bodily functions. These two fields are often interconnected, as hormonal imbalances can affect digestive system function and vice versa."
27.9d,"Urologie, Nephrologie, Andrologie",False,"Die Fächer Urologie, Nephrologie und Andrologie beschäftigen sich mit der Diagnose und Behandlung von Erkrankungen des Harntrakts, der Nieren sowie der männlichen Geschlechtsorgane. Die Urologie umfasst chirurgische und nicht-chirurgische Aspekte von Harnwegserkrankungen, die Nephrologie konzentriert sich auf Nierenerkrankungen und deren systemische Auswirkungen, während die Andrologie speziell auf die männliche reproduktive Gesundheit und Hormonstörungen ausgerichtet ist.","The fields of Urology, Nephrology, and Andrology focus on the diagnosis and treatment of disorders related to the urinary tract, kidneys, and male reproductive organs. Urology covers both surgical and non-surgical aspects of urinary tract diseases, Nephrology specializes in kidney disorders and their systemic effects, while Andrology specifically addresses male reproductive health and hormonal imbalances."
27.9e,"Knochen, Gelenke, Muskeln",False,"Das Fach 'Knochen, Gelenke, Muskeln' beschäftigt sich mit der Anatomie und Funktion des Bewegungsapparates des menschlichen Körpers. Es umfasst die Struktur und Eigenschaften von Knochen, die Mechanik und Arten von Gelenken sowie die Physiologie und Aufbau der Muskeln. Dieses Thema ist grundlegend für das Verständnis von Bewegung, Haltung und Verletzungen des Körpers.","The subject 'Bones, Joints, Muscles' focuses on the anatomy and function of the human musculoskeletal system. It covers the structure and characteristics of bones, the mechanics and types of joints, as well as the physiology and composition of muscles. This topic is essential for understanding movement, posture, and bodily injuries."
27.9f,Infektionen,False,"Das Fach 'Infektionen' befasst sich mit der Entstehung, Verbreitung, Diagnose, Behandlung und Prävention von Infektionskrankheiten. Es umfasst das Studium von Krankheitserregern wie Bakterien, Viren, Pilzen und Parasiten sowie die Wechselwirkungen zwischen diesen Erregern und dem menschlichen Immunsystem. Ein Schwerpunkt liegt auf der Epidemiologie, der Entwicklung von Impfstoffen und antimikrobiellen Therapien.","The subject 'Infections' focuses on the origin, spread, diagnosis, treatment, and prevention of infectious diseases. It involves the study of pathogens such as bacteria, viruses, fungi, and parasites, as well as the interactions between these pathogens and the human immune system. A key emphasis is placed on epidemiology, the development of vaccines, and antimicrobial therapies."
27.10,"Chirurgie, Orthopädie",False,"'Chirurgie, Orthopädie' ist ein medizinisches Fachgebiet, das sich mit der Diagnose, Behandlung und Prävention von Erkrankungen, Verletzungen und Fehlbildungen des Bewegungsapparates befasst. Die Chirurgie umfasst operative Eingriffe an verschiedenen Körperteilen, während die Orthopädie speziell auf Knochen, Gelenke, Muskeln, Bänder und Sehnen fokussiert ist. Beide Disziplinen arbeiten eng zusammen, um Patienten eine umfassende Versorgung zu bieten.","'Surgery, Orthopedics' is a medical field that deals with the diagnosis, treatment, and prevention of diseases, injuries, and deformities of the musculoskeletal system. Surgery involves operative procedures on various parts of the body, while orthopedics specifically focuses on bones, joints, muscles, ligaments, and tendons. Both disciplines work closely together to provide comprehensive care for patients."
27.11,"Gynäkologie, Geburtshilfe",False,"Gynäkologie und Geburtshilfe sind medizinische Fachgebiete, die sich mit der Gesundheit der weiblichen Geschlechtsorgane sowie mit Schwangerschaft, Geburt und dem Wochenbett befassen. Die Gynäkologie umfasst die Diagnose und Behandlung von Erkrankungen wie Menstruationsstörungen, Hormonstörungen, Infektionen und gynäkologischen Krebserkrankungen. Die Geburtshilfe konzentriert sich auf die Betreuung von Schwangeren, die Überwachung von Mutter und Kind während der Schwangerschaft sowie die Durchführung von Geburten und die Nachsorge nach der Entbindung. Beide Bereiche sind eng miteinander verbunden und spielen eine zentrale Rolle in der Frauenheilkunde.","Gynecology and obstetrics are medical specialties focused on the health of the female reproductive system, as well as pregnancy, childbirth, and the postpartum period. Gynecology involves the diagnosis and treatment of conditions such as menstrual disorders, hormonal imbalances, infections, and gynecological cancers. Obstetrics is centered on the care of pregnant women, monitoring the health of both mother and child during pregnancy, assisting in childbirth, and providing postpartum care. These two fields are closely interconnected and play a vital role in women's healthcare."
27.12,Kinderheilkunde,False,"Kinderheilkunde, auch Pädiatrie genannt, ist ein medizinisches Fachgebiet, das sich mit der Entwicklung, den Erkrankungen und der Behandlung von Kindern und Jugendlichen beschäftigt. Es umfasst die Prävention, Diagnose und Therapie von Krankheiten sowie die Förderung der körperlichen, geistigen und sozialen Gesundheit von Patienten bis zum 18. Lebensjahr.","Pediatrics, also known as Kinderheilkunde in German, is a medical specialty focused on the development, diseases, and treatment of infants, children, and adolescents. It encompasses the prevention, diagnosis, and management of illnesses, as well as the promotion of physical, mental, and social well-being in patients up to the age of 18."
27.13,"Neurologie, Psychiatrie",False,"Die Fächer Neurologie und Psychiatrie beschäftigen sich mit Erkrankungen des Nervensystems und der Psyche. Die Neurologie konzentriert sich auf organische Störungen des Gehirns, des Rückenmarks und der peripheren Nerven, wie z. B. Schlaganfälle, Epilepsie oder Multiple Sklerose. Die Psychiatrie befasst sich mit psychischen Erkrankungen wie Depressionen, Angststörungen, Schizophrenie und Suchterkrankungen. Beide Disziplinen überschneiden sich häufig, da neurologische und psychische Störungen oft eng miteinander verbunden sind.","The fields of Neurology and Psychiatry deal with disorders of the nervous system and the mind. Neurology focuses on organic disorders of the brain, spinal cord, and peripheral nerves, such as strokes, epilepsy, or multiple sclerosis. Psychiatry addresses mental health conditions like depression, anxiety disorders, schizophrenia, and addiction. The two disciplines often overlap, as neurological and psychiatric disorders are frequently interconnected."
27.14,"Dermatologie, Venerologie",False,"Die Dermatologie und Venerologie ist ein medizinisches Fachgebiet, das sich mit der Diagnose, Behandlung und Prävention von Haut-, Haar- und Nagelerkrankungen sowie mit sexuell übertragbaren Infektionen (STIs) befasst. Dermatologen und Venerologen beschäftigen sich mit einer Vielzahl von Erkrankungen, darunter Hautkrebs, Ekzeme, Psoriasis, Akne, Pilzinfektionen und Geschlechtskrankheiten wie Syphilis oder HIV. Das Fachgebiet kombiniert klinische Praxis, Forschung und kosmetische Dermatologie, um die Hautgesundheit und das Wohlbefinden der Patienten zu verbessern.","Dermatology and Venereology is a medical specialty focused on the diagnosis, treatment, and prevention of skin, hair, and nail disorders, as well as sexually transmitted infections (STIs). Dermatologists and venereologists address a wide range of conditions, including skin cancer, eczema, psoriasis, acne, fungal infections, and sexually transmitted diseases such as syphilis or HIV. The field combines clinical practice, research, and cosmetic dermatology to enhance skin health and patient well-being."
27.15,Hals-Nasen-Ohren-Heilkunde,False,"Die Hals-Nasen-Ohren-Heilkunde (HNO-Heilkunde) ist ein medizinisches Fachgebiet, das sich mit der Diagnose, Behandlung und Prävention von Erkrankungen, Verletzungen und Fehlbildungen im Bereich des Halses, der Nase, der Ohren sowie der benachbarten Strukturen wie der oberen Atemwege und der Speiseröhre befasst. Zu den typischen Erkrankungen gehören unter anderem Hörstörungen, Nasennebenhöhlenentzündungen, Schluckbeschwerden und Tumore im Kopf-Hals-Bereich. HNO-Ärzte führen auch chirurgische Eingriffe durch, wie z. B. die Entfernung der Mandeln oder die Korrektur von Nasenscheidewandverkrümmungen.","Otorhinolaryngology (ENT medicine) is a medical specialty that focuses on the diagnosis, treatment, and prevention of diseases, injuries, and malformations in the areas of the throat, nose, ears, and related structures such as the upper respiratory tract and the esophagus. Common conditions include hearing disorders, sinus infections, swallowing difficulties, and tumors in the head and neck region. ENT specialists also perform surgical procedures, such as tonsillectomies or the correction of deviated nasal septa."
27.16,Augenheilkunde,False,"Augenheilkunde, auch Ophthalmologie genannt, ist das medizinische Fachgebiet, das sich mit der Diagnose, Behandlung und Prävention von Erkrankungen und Störungen des Auges und des Sehsystems befasst. Dazu gehören unter anderem die Untersuchung von Sehschärfe, die Behandlung von Augenkrankheiten wie Grauer Star oder Glaukom, sowie chirurgische Eingriffe am Auge. Augenärzte (Ophthalmologen) sind speziell ausgebildet, um sowohl medizinische als auch operative Behandlungen durchzuführen.","Ophthalmology, also known as eye medicine, is the branch of medicine that deals with the diagnosis, treatment, and prevention of diseases and disorders of the eye and the visual system. This includes the examination of visual acuity, the treatment of eye conditions such as cataracts or glaucoma, as well as surgical procedures on the eye. Ophthalmologists are specially trained to perform both medical and surgical treatments."
27.17,Zahnmedizin,False,"Zahnmedizin, auch Zahnheilkunde genannt, ist ein medizinisches Fachgebiet, das sich mit der Diagnose, Prävention und Behandlung von Erkrankungen, Störungen und Verletzungen der Zähne, des Zahnfleischs, des Kiefers und der Mundhöhle beschäftigt. Zahnärzte arbeiten daran, die Mundgesundheit ihrer Patienten zu erhalten und wiederherzustellen, und bieten Leistungen wie Zahnreinigungen, Füllungen, Prothesen, Kieferorthopädie und chirurgische Eingriffe an.","Dentistry, also known as dental medicine, is a medical field focused on the diagnosis, prevention, and treatment of diseases, disorders, and injuries related to teeth, gums, the jaw, and the oral cavity. Dentists work to maintain and restore their patients' oral health, providing services such as cleanings, fillings, prosthetics, orthodontics, and surgical procedures."
27.18,Sexualmedizin,False,"Sexualmedizin ist ein interdisziplinäres Fachgebiet, das sich mit den körperlichen, psychischen und sozialen Aspekten der menschlichen Sexualität befasst. Es umfasst die Diagnose, Behandlung und Prävention von sexuellen Funktionsstörungen, Geschlechtskrankheiten sowie Fragen der sexuellen Gesundheit und Identität. Sexualmediziner arbeiten oft eng mit Psychologen, Gynäkologen, Urologen und anderen Fachärzten zusammen, um eine ganzheitliche Betreuung der Patienten zu gewährleisten.","Sexual medicine is an interdisciplinary field that deals with the physical, psychological, and social aspects of human sexuality. It includes the diagnosis, treatment, and prevention of sexual dysfunctions, sexually transmitted infections, as well as issues related to sexual health and identity. Sexual medicine specialists often collaborate closely with psychologists, gynecologists, urologists, and other medical professionals to provide comprehensive care for patients."
27.19,Sondergebiete der Medizin,False,"""Sondergebiete der Medizin"" bezieht sich auf spezialisierte und fortgeschrittene Bereiche der medizinischen Wissenschaft, die über die grundlegenden Kenntnisse der allgemeinen Medizin hinausgehen. Dazu gehören Fachgebiete wie Kardiologie, Onkologie, Neurologie, Dermatologie und viele andere, die sich mit spezifischen Krankheiten, Diagnoseverfahren und Behandlungsmethoden befassen.","""Specialized Areas of Medicine"" refers to advanced and specialized fields within medical science that go beyond the foundational knowledge of general medicine. These include disciplines such as cardiology, oncology, neurology, dermatology, and many others, which focus on specific diseases, diagnostic techniques, and treatment methods."
27.20,"Hygiene, Gesundheitswesen",False,"Das Fach ""Hygiene, Gesundheitswesen"" befasst sich mit der Erhaltung und Förderung der Gesundheit durch präventive Maßnahmen, saubere Lebensbedingungen und die Kontrolle von Krankheitserregern. Es umfasst Themen wie Infektionsschutz, Umweltgesundheit, öffentliche Gesundheitspflege und die Organisation des Gesundheitssystems. Ziel ist es, das Wohlbefinden der Bevölkerung zu sichern und Krankheiten vorzubeugen.","The subject ""Hygiene, Public Health"" focuses on maintaining and promoting health through preventive measures, clean living conditions, and the control of pathogens. It covers topics such as infection control, environmental health, public health care, and the organization of the healthcare system. The aim is to ensure the well-being of the population and prevent diseases."
27.21,Tiermedizin,False,"Tiermedizin, auch bekannt als Veterinärmedizin, ist das wissenschaftliche Fachgebiet, das sich mit der Gesundheit, den Krankheiten und der Behandlung von Tieren befasst. Es umfasst die Diagnose, Prävention und Therapie von tierischen Erkrankungen sowie die Forschung in Bereichen wie Tierernährung, Tierhaltung und Tierschutz. Tiermediziner arbeiten mit Haustieren, Nutztieren, Wildtieren und exotischen Tieren, um deren Wohlbefinden zu sichern und die öffentliche Gesundheit zu schützen.","Veterinary medicine, also known as animal medicine, is the scientific field concerned with the health, diseases, and treatment of animals. It encompasses the diagnosis, prevention, and therapy of animal illnesses, as well as research in areas such as animal nutrition, husbandry, and welfare. Veterinarians work with pets, livestock, wildlife, and exotic animals to ensure their well-being and protect public health."
28,Mathematik,True,"Mathematik ist die Wissenschaft der Zahlen, Strukturen, Räume und Veränderungen. Sie beschäftigt sich mit abstrakten Konzepten, Mustern und logischen Zusammenhängen und entwickelt Methoden zur Lösung von Problemen in verschiedenen Bereichen wie Naturwissenschaften, Technik, Wirtschaft und Alltagsleben. Mathematik umfasst Disziplinen wie Algebra, Geometrie, Analysis und Statistik.","Mathematics is the science of numbers, structures, spaces, and change. It deals with abstract concepts, patterns, and logical relationships, developing methods to solve problems in various fields such as natural sciences, engineering, economics, and everyday life. Mathematics includes disciplines like algebra, geometry, calculus, and statistics."
29,"Stochastik, Operations Research",True,"Stochastik und Operations Research sind zwei zentrale Disziplinen in der angewandten Mathematik. Die Stochastik beschäftigt sich mit der Modellierung und Analyse von Zufallsprozessen, einschließlich Wahrscheinlichkeitstheorie und Statistik. Operations Research (OR) konzentriert sich auf die Optimierung von Entscheidungsprozessen in komplexen Systemen, oft unter Einsatz mathematischer Modelle und Algorithmen. Beide Bereiche finden breite Anwendung in Wirtschaft, Ingenieurwesen, Logistik und vielen anderen Feldern.","Stochastics and Operations Research are two key disciplines in applied mathematics. Stochastics deals with the modeling and analysis of random processes, including probability theory and statistics. Operations Research (OR) focuses on optimizing decision-making processes in complex systems, often using mathematical models and algorithms. Both fields are widely applied in economics, engineering, logistics, and many other areas."
30,"Informatik, Datenverarbeitung",True,"'Informatik, Datenverarbeitung' ist ein Fachgebiet, das sich mit der systematischen Verarbeitung, Speicherung und Übertragung von Informationen befasst. Es umfasst die Grundlagen der Informatik, Programmierung, Algorithmen, Datenstrukturen sowie die Anwendung von Software und Hardware zur Lösung komplexer Probleme. Zudem werden Themen wie Datenbanken, Netzwerke und IT-Sicherheit behandelt.","'Informatics, Data Processing' is a field of study that focuses on the systematic processing, storage, and transmission of information. It covers the fundamentals of computer science, programming, algorithms, data structures, and the application of software and hardware to solve complex problems. Additionally, topics such as databases, networks, and IT security are addressed."
30m,Informatikprodukte (Hardware- und Softwareprodukte),True,"Das Fach ""Informatikprodukte (Hardware- und Softwareprodukte)"" befasst sich mit der Entwicklung, Herstellung und Anwendung von Hard- und Softwarelösungen. Es umfasst die Grundlagen der Informationstechnologie, die Gestaltung von Computersystemen, die Programmierung von Software sowie die Integration von Hard- und Softwarekomponenten. Ziel ist es, Produkte zu schaffen, die effizient, benutzerfreundlich und innovativ sind.","The subject ""Informatics Products (Hardware and Software Products)"" focuses on the development, production, and application of hardware and software solutions. It covers the fundamentals of information technology, the design of computer systems, software programming, and the integration of hardware and software components. The aim is to create products that are efficient, user-friendly, and innovative."
31.1a,Technik (Allgemeines),True,"Das Fach 'Technik (Allgemeines)' bietet einen Überblick über grundlegende technische Prinzipien, Methoden und Anwendungen. Es behandelt Themen wie technische Systeme, Materialkunde, Energieumwandlung, Maschinenbau, Elektrotechnik und Informationstechnologie. Ziel ist es, ein Verständnis für die Funktionsweise und Entwicklung technischer Lösungen in verschiedenen Bereichen zu vermitteln.","The subject 'Technology (General)' provides an overview of fundamental technical principles, methods, and applications. It covers topics such as technical systems, materials science, energy conversion, mechanical engineering, electrical engineering, and information technology. The aim is to foster an understanding of the functionality and development of technical solutions across various fields."
31.1b,"Technische Physik, Technische Mathematik",True,"""Technische Physik und Technische Mathematik sind interdisziplinäre Fachgebiete, die physikalische und mathematische Prinzipien auf technische und ingenieurwissenschaftliche Fragestellungen anwenden. Sie umfassen die Modellierung, Simulation und Analyse komplexer Systeme sowie die Entwicklung innovativer Lösungen für technologische Herausforderungen. Diese Fächer verbinden theoretisches Wissen mit praktischen Anwendungen in Bereichen wie Maschinenbau, Elektrotechnik, Materialwissenschaften und Informationstechnologie.""","""Technical Physics and Technical Mathematics are interdisciplinary fields that apply physical and mathematical principles to engineering and technological problems. They involve the modeling, simulation, and analysis of complex systems, as well as the development of innovative solutions for technological challenges. These subjects combine theoretical knowledge with practical applications in areas such as mechanical engineering, electrical engineering, materials science, and information technology."""
31.1c,"Mess-, Steuerungs- und Regelungstechnik",True,"'Mess-, Steuerungs- und Regelungstechnik' ist ein Fachgebiet, das sich mit der Erfassung, Verarbeitung und Regelung von physikalischen Größen in technischen Systemen beschäftigt. Es umfasst die Entwicklung und Anwendung von Sensoren zur Messung, Steuerungsalgorithmen zur gezielten Beeinflussung von Prozessen sowie Regelungstechniken zur automatischen Anpassung und Stabilisierung von Systemen. Dieses Fach ist grundlegend für die Automatisierungstechnik, Robotik und viele andere Ingenieurdisziplinen.","'Measurement, Control, and Automation Engineering' is a field that deals with the acquisition, processing, and regulation of physical quantities in technical systems. It encompasses the development and application of sensors for measurement, control algorithms for targeted process manipulation, and control techniques for the automatic adjustment and stabilization of systems. This subject is fundamental to automation engineering, robotics, and many other engineering disciplines."
31.1d,"Werkstoffkunde, Werkstoffprüfung",True,"Werkstoffkunde und Werkstoffprüfung ist ein Fachgebiet, das sich mit der Erforschung, Entwicklung, Charakterisierung und Prüfung von Materialien befasst. Es umfasst die Untersuchung der Eigenschaften, Strukturen und Verarbeitungsmethoden von Metallen, Keramiken, Polymeren und Verbundwerkstoffen. Ziel ist es, Materialien für spezifische Anwendungen zu optimieren und ihre Leistungsfähigkeit, Haltbarkeit und Sicherheit zu gewährleisten. Werkstoffprüfung umfasst dabei experimentelle Methoden zur Bestimmung mechanischer, thermischer, chemischer und physikalischer Eigenschaften.","Materials Science and Materials Testing is a field of study that focuses on the research, development, characterization, and testing of materials. It involves the examination of the properties, structures, and processing methods of metals, ceramics, polymers, and composite materials. The goal is to optimize materials for specific applications and ensure their performance, durability, and safety. Materials testing includes experimental methods to determine mechanical, thermal, chemical, and physical properties."
31.1e,Technikgeschichte,True,"Technikgeschichte ist ein interdisziplinäres Fach, das sich mit der Entwicklung und dem Einfluss von Technologien im historischen Kontext beschäftigt. Es untersucht, wie technische Innovationen Gesellschaft, Kultur, Wirtschaft und Umwelt geprägt haben und umgekehrt. Dabei werden sowohl materielle Aspekte als auch soziale, politische und kulturelle Faktoren betrachtet. Technikgeschichte bietet Einblicke in die Wechselwirkungen zwischen technischem Fortschritt und menschlichem Handeln.","History of Technology is an interdisciplinary field that focuses on the development and impact of technologies within their historical context. It explores how technological innovations have shaped society, culture, economy, and the environment, and vice versa. The field considers both material aspects and social, political, and cultural factors. The History of Technology provides insights into the interplay between technological progress and human activity."
31.2,"Sanitärtechnik, Umwelttechnik",True,"""Sanitärtechnik, Umwelttechnik"" ist ein Fachgebiet, das sich mit der Planung, Installation und Wartung von sanitären Anlagen sowie mit Technologien zur Umweltschonung befasst. Es umfasst Themen wie Wasserversorgung, Abwasserentsorgung, Recycling, Energieeffizienz und nachhaltige Ressourcennutzung. Ziel ist es, technische Lösungen zu entwickeln, die sowohl den Komfort als auch den Schutz der Umwelt fördern.","""Sanitary Engineering, Environmental Engineering"" is a field of study focused on the planning, installation, and maintenance of sanitary systems, as well as technologies for environmental protection. It covers topics such as water supply, wastewater management, recycling, energy efficiency, and sustainable resource use. The goal is to develop technical solutions that enhance both comfort and environmental conservation."
31.3a,Architektur,True,"Architektur ist die Kunst und Wissenschaft des Entwerfens und Gestaltens von Gebäuden und Räumen. Sie umfasst sowohl ästhetische als auch funktionale Aspekte und beschäftigt sich mit der Beziehung zwischen Mensch, Raum und Umwelt. Architektur verbindet technisches Know-how mit kreativem Ausdruck und berücksichtigt dabei historische, kulturelle und soziale Kontexte.","Architecture is the art and science of designing and shaping buildings and spaces. It encompasses both aesthetic and functional aspects and explores the relationship between humans, space, and the environment. Architecture combines technical expertise with creative expression, taking into account historical, cultural, and social contexts."
31.3ab,Ortsgebundene Bauwerke,True,"'Ortsgebundene Bauwerke' bezieht sich auf Bauwerke, die aufgrund ihrer Konstruktion, Funktion oder Nutzung fest an einen bestimmten Ort gebunden sind. Diese Gebäude oder Strukturen können nicht ohne erheblichen Aufwand oder Zerstörung verlegt werden. Beispiele hierfür sind Brücken, Türme, Industrieanlagen oder historische Denkmäler. Das Fachgebiet umfasst Planung, Bau, Erhaltung und Bewertung solcher Bauwerke unter Berücksichtigung ihrer lokalen Gegebenheiten.","'Ortsgebundene Bauwerke' (site-specific structures) refers to buildings or constructions that are inherently tied to a specific location due to their design, function, or purpose. These structures cannot be relocated without significant effort or destruction. Examples include bridges, towers, industrial facilities, or historical monuments. The field encompasses the planning, construction, maintenance, and evaluation of such structures, taking into account their local conditions and constraints."
31.3b,Bautechnik,True,"Bautechnik ist ein Fachgebiet, das sich mit der Planung, Konstruktion und Ausführung von Bauwerken beschäftigt. Es umfasst technische, wirtschaftliche und gestalterische Aspekte des Bauens und bezieht sich auf verschiedene Bereiche wie Hochbau, Tiefbau, Gebäudetechnik und Baustoffkunde. Ziel ist es, sichere, nachhaltige und effiziente Bauwerke zu schaffen, die den Anforderungen von Nutzern und Umwelt gerecht werden.","Bautechnik, or construction technology, is a field that deals with the planning, design, and execution of structures. It encompasses technical, economic, and aesthetic aspects of construction, covering areas such as civil engineering, structural engineering, building services, and material science. The goal is to create safe, sustainable, and efficient structures that meet the needs of users and the environment."
31.4,"Bergbau, Hüttentechnik",True,"""Bergbau, Hüttentechnik"" ist ein Fachgebiet, das sich mit der Gewinnung von Rohstoffen aus der Erde (Bergbau) und deren Verarbeitung zu metallischen und nichtmetallischen Produkten (Hüttentechnik) befasst. Es umfasst Technologien und Verfahren zur Erkundung, Förderung, Aufbereitung und Verhüttung von mineralischen Ressourcen sowie die damit verbundenen ingenieurwissenschaftlichen und ökologischen Aspekte.","""Mining and Metallurgical Engineering"" is a field of study focused on the extraction of raw materials from the earth (mining) and their processing into metallic and non-metallic products (metallurgy). It encompasses technologies and methods for exploration, extraction, beneficiation, and smelting of mineral resources, as well as the associated engineering and environmental considerations."
